gene,polyA_group,feature_type,feature_id,chrom,start,end,strand,transcripts,transcript_names,avg_utr_length,min_utr_length,max_utr_length,evidence_tier
ICAM2,ICAM2_polyA4,polyA_window,ICAM2_polyA4_window,17,64003670,64004070,-,ENST00000584403,ICAM2-216,,,,tier3_polyA
ICAM2,ICAM2_polyA4,last_exon_group,ICAM2_polyA4_exon_ENST00000584403,17,64003870,64003964,-,ENST00000584403,ICAM2-216,,,,tier1_group
ICAM2,ICAM2_polyA5,polyA_window,ICAM2_polyA5_window,17,64004055,64004455,-,ENST00000580011,ICAM2-209,,,,tier3_polyA
ICAM2,ICAM2_polyA5,last_exon_group,ICAM2_polyA5_exon_ENST00000580011,17,64004255,64005373,-,ENST00000580011,ICAM2-209,,,,tier1_group
ICAM2,ICAM2_polyA6,polyA_window,ICAM2_polyA6_window,17,64004727,64005127,-,ENST00000580389,ICAM2-210,,,,tier3_polyA
ICAM2,ICAM2_polyA6,last_exon_group,ICAM2_polyA6_exon_ENST00000580389,17,64004927,64005373,-,ENST00000580389,ICAM2-210,,,,tier1_group
ICAM2,ICAM2_polyA7,polyA_window,ICAM2_polyA7_window,17,64005739,64006139,-,ENST00000583186,ICAM2-212,,,,tier3_polyA
ICAM2,ICAM2_polyA7,last_exon_group,ICAM2_polyA7_exon_ENST00000583186,17,64005939,64006735,-,ENST00000583186,ICAM2-212,,,,tier1_group
ICAM3,ICAM3_polyA1,polyA_window,ICAM3_polyA1_window,19,10333576,10333976,-,ENST00000160262;ENST00000587992;ENST00000589900;ENST00000706691;ENST00000912542;ENST00000706692;ENST00000592945;ENST00000706693;ENST00000589261,ICAM3-201;ICAM3-203;ICAM3-207;ICAM3-211;ICAM3-214;ICAM3-212;ICAM3-210;ICAM3-213;ICAM3-205,217.5,84,618,tier3_polyA
ICAM3,ICAM3_polyA1,last_exon_group,ICAM3_polyA1_exon_ENST00000160262,19,10333776,10334059,-,ENST00000160262,ICAM3-201,217.5,84,618,tier1_group
ICAM3,ICAM3_polyA1,last_exon_group,ICAM3_polyA1_exon_ENST00000587992,19,10333776,10334059,-,ENST00000587992,ICAM3-203,217.5,84,618,tier1_group
ICAM3,ICAM3_polyA1,last_exon_group,ICAM3_polyA1_exon_ENST00000589900,19,10333776,10334059,-,ENST00000589900,ICAM3-207,217.5,84,618,tier1_group
ICAM3,ICAM3_polyA1,last_exon_group,ICAM3_polyA1_exon_ENST00000706691,19,10333776,10334059,-,ENST00000706691,ICAM3-211,217.5,84,618,tier1_group
ICAM3,ICAM3_polyA1,last_exon_group,ICAM3_polyA1_exon_ENST00000912542,19,10333776,10334059,-,ENST00000912542,ICAM3-214,217.5,84,618,tier1_group
ICAM3,ICAM3_polyA1,last_exon_group,ICAM3_polyA1_exon_ENST00000706692,19,10333777,10334059,-,ENST00000706692,ICAM3-212,217.5,84,618,tier1_group
ICAM3,ICAM3_polyA1,last_exon_group,ICAM3_polyA1_exon_ENST00000592945,19,10333778,10334059,-,ENST00000592945,ICAM3-210,217.5,84,618,tier1_group
ICAM3,ICAM3_polyA1,last_exon_group,ICAM3_polyA1_exon_ENST00000706693,19,10333778,10334059,-,ENST00000706693,ICAM3-213,217.5,84,618,tier1_group
ICAM3,ICAM3_polyA1,last_exon_group,ICAM3_polyA1_exon_ENST00000589261,19,10333779,10334059,-,ENST00000589261,ICAM3-205,217.5,84,618,tier1_group
ICAM3,ICAM3_polyA2,polyA_window,ICAM3_polyA2_window,19,10333775,10334175,-,ENST00000592439,ICAM3-209,,,,tier3_polyA
ICAM3,ICAM3_polyA2,last_exon_group,ICAM3_polyA2_exon_ENST00000592439,19,10333975,10334059,-,ENST00000592439,ICAM3-209,,,,tier1_group
ICAM3,ICAM3_polyA3,polyA_window,ICAM3_polyA3_window,19,10334946,10335346,-,ENST00000585439,ICAM3-202,3617.0,3617,3617,tier3_polyA
ICAM3,ICAM3_polyA3,last_exon_group,ICAM3_polyA3_exon_ENST00000585439,19,10335146,10335976,-,ENST00000585439,ICAM3-202,3617.0,3617,3617,tier1_group
ICAM3,ICAM3_polyA4,polyA_window,ICAM3_polyA4_window,19,10335689,10336089,-,ENST00000590569,ICAM3-208,,,,tier3_polyA
ICAM3,ICAM3_polyA4,last_exon_group,ICAM3_polyA4_exon_ENST00000590569,19,10335889,10335976,-,ENST00000590569,ICAM3-208,,,,tier1_group
ICAM3,ICAM3_polyA5,polyA_window,ICAM3_polyA5_window,19,10335767,10336167,-,ENST00000589249,ICAM3-204,,,,tier3_polyA
ICAM3,ICAM3_polyA5,last_exon_group,ICAM3_polyA5_exon_ENST00000589249,19,10335967,10335976,-,ENST00000589249,ICAM3-204,,,,tier1_group
ICAM3,ICAM3_polyA6,polyA_window,ICAM3_polyA6_window,19,10338524,10338924,-,ENST00000589580,ICAM3-206,,,,tier3_polyA
ICAM3,ICAM3_polyA6,last_exon_group,ICAM3_polyA6_exon_ENST00000589580,19,10338724,10339208,-,ENST00000589580,ICAM3-206,,,,tier1_group
ICAM5,ICAM5_polyA1,polyA_window,ICAM5_polyA1_window,19,10290720,10291120,+,ENST00000588912,ICAM5-205,,,,tier3_polyA
ICAM5,ICAM5_polyA1,last_exon_group,ICAM5_polyA1_exon_ENST00000588912,19,10289993,10290920,+,ENST00000588912,ICAM5-205,,,,tier1_group
ICAM5,ICAM5_polyA2,polyA_window,ICAM5_polyA2_window,19,10291527,10291927,+,ENST00000586004;ENST00000587398,ICAM5-202;ICAM5-204,,,,tier3_polyA
ICAM5,ICAM5_polyA2,last_exon_group,ICAM5_polyA2_exon_ENST00000586004,19,10291489,10291708,+,ENST00000586004,ICAM5-202,,,,tier1_group
ICAM5,ICAM5_polyA2,last_exon_group,ICAM5_polyA2_exon_ENST00000587398,19,10291489,10291747,+,ENST00000587398,ICAM5-204,,,,tier1_group
ICAM5,ICAM5_polyA3,polyA_window,ICAM5_polyA3_window,19,10296576,10296976,+,ENST00000586480;ENST00000948402;ENST00000221980,ICAM5-203;ICAM5-206;ICAM5-201,163.66666666666666,163,165,tier3_polyA
ICAM5,ICAM5_polyA3,last_exon_group,ICAM5_polyA3_exon_ENST00000586480,19,10296339,10296776,+,ENST00000586480,ICAM5-203,163.66666666666666,163,165,tier1_group
ICAM5,ICAM5_polyA3,last_exon_group,ICAM5_polyA3_exon_ENST00000948402,19,10296339,10296776,+,ENST00000948402,ICAM5-206,163.66666666666666,163,165,tier1_group
ICAM5,ICAM5_polyA3,last_exon_group,ICAM5_polyA3_exon_ENST00000221980,19,10296339,10296778,+,ENST00000221980,ICAM5-201,163.66666666666666,163,165,tier1_group
ICOSLG,ICOSLG_polyA1,polyA_window,ICOSLG_polyA1_window,21,44215182,44215582,-,ENST00000643466,ICOSLG-205,2678.0,2678,2678,tier3_polyA
ICOSLG,ICOSLG_polyA1,last_exon_group,ICOSLG_polyA1_exon_ENST00000643466,21,44215382,44218244,-,ENST00000643466,ICOSLG-205,2678.0,2678,2678,tier1_group
ICOSLG,ICOSLG_polyA2,polyA_window,ICOSLG_polyA2_window,21,44222494,44222894,-,ENST00000344330,ICOSLG-201,356.0,356,356,tier3_polyA
ICOSLG,ICOSLG_polyA2,last_exon_group,ICOSLG_polyA2_exon_ENST00000344330,21,44222694,44223078,-,ENST00000344330,ICOSLG-201,356.0,356,356,tier1_group
ICOSLG,ICOSLG_polyA3,polyA_window,ICOSLG_polyA3_window,21,44222791,44223191,-,ENST00000407780,ICOSLG-204,6046.0,6046,6046,tier3_polyA
ICOSLG,ICOSLG_polyA3,last_exon_group,ICOSLG_polyA3_exon_ENST00000407780,21,44222991,44229044,-,ENST00000407780,ICOSLG-204,6046.0,6046,6046,tier1_group
ICOSLG,ICOSLG_polyA4,polyA_window,ICOSLG_polyA4_window,21,44226638,44227038,-,ENST00000400377;ENST00000400379;ENST00000700350;ENST00000700351;ENST00000867614;ENST00000700352,ICOSLG-202;ICOSLG-203;ICOSLG-206;ICOSLG-207;ICOSLG-218;ICOSLG-208,4236.8,2186,11897,tier3_polyA
ICOSLG,ICOSLG_polyA4,last_exon_group,ICOSLG_polyA4_exon_ENST00000400377,21,44226834,44229044,-,ENST00000400377,ICOSLG-202,4236.8,2186,11897,tier1_group
ICOSLG,ICOSLG_polyA4,last_exon_group,ICOSLG_polyA4_exon_ENST00000400379,21,44226834,44230089,-,ENST00000400379,ICOSLG-203,4236.8,2186,11897,tier1_group
ICOSLG,ICOSLG_polyA4,last_exon_group,ICOSLG_polyA4_exon_ENST00000700350,21,44226837,44229044,-,ENST00000700350,ICOSLG-206,4236.8,2186,11897,tier1_group
ICOSLG,ICOSLG_polyA4,last_exon_group,ICOSLG_polyA4_exon_ENST00000700351,21,44226838,44231444,-,ENST00000700351,ICOSLG-207,4236.8,2186,11897,tier1_group
ICOSLG,ICOSLG_polyA4,last_exon_group,ICOSLG_polyA4_exon_ENST00000867614,21,44226838,44229044,-,ENST00000867614,ICOSLG-218,4236.8,2186,11897,tier1_group
ICOSLG,ICOSLG_polyA4,last_exon_group,ICOSLG_polyA4_exon_ENST00000700352,21,44226851,44229044,-,ENST00000700352,ICOSLG-208,4236.8,2186,11897,tier1_group
ICOSLG,ICOSLG_polyA5,polyA_window,ICOSLG_polyA5_window,21,44227275,44227675,-,ENST00000700353;ENST00000700354;ENST00000700355;ENST00000700356;ENST00000700357;ENST00000700358,ICOSLG-209;ICOSLG-210;ICOSLG-211;ICOSLG-212;ICOSLG-213;ICOSLG-214,6527.0,1554,11252,tier3_polyA
ICOSLG,ICOSLG_polyA5,last_exon_group,ICOSLG_polyA5_exon_ENST00000700353,21,44227462,44229044,-,ENST00000700353,ICOSLG-209,6527.0,1554,11252,tier1_group
ICOSLG,ICOSLG_polyA5,last_exon_group,ICOSLG_polyA5_exon_ENST00000700354,21,44227462,44229044,-,ENST00000700354,ICOSLG-210,6527.0,1554,11252,tier1_group
ICOSLG,ICOSLG_polyA5,last_exon_group,ICOSLG_polyA5_exon_ENST00000700355,21,44227482,44229546,-,ENST00000700355,ICOSLG-211,6527.0,1554,11252,tier1_group
ICOSLG,ICOSLG_polyA5,last_exon_group,ICOSLG_polyA5_exon_ENST00000700356,21,44227482,44229044,-,ENST00000700356,ICOSLG-212,6527.0,1554,11252,tier1_group
ICOSLG,ICOSLG_polyA5,last_exon_group,ICOSLG_polyA5_exon_ENST00000700357,21,44227483,44229044,-,ENST00000700357,ICOSLG-213,6527.0,1554,11252,tier1_group
ICOSLG,ICOSLG_polyA5,last_exon_group,ICOSLG_polyA5_exon_ENST00000700358,21,44227483,44229044,-,ENST00000700358,ICOSLG-214,6527.0,1554,11252,tier1_group
ICOSLG,ICOSLG_polyA6,polyA_window,ICOSLG_polyA6_window,21,44228326,44228726,-,ENST00000867615,ICOSLG-219,511.0,511,511,tier3_polyA
ICOSLG,ICOSLG_polyA6,last_exon_group,ICOSLG_polyA6_exon_ENST00000867615,21,44228526,44229044,-,ENST00000867615,ICOSLG-219,511.0,511,511,tier1_group
ICOSLG,ICOSLG_polyA7,polyA_window,ICOSLG_polyA7_window,21,44228742,44229142,-,ENST00000700359,ICOSLG-215,7948.0,7948,7948,tier3_polyA
ICOSLG,ICOSLG_polyA7,last_exon_group,ICOSLG_polyA7_exon_ENST00000700359,21,44228942,44229044,-,ENST00000700359,ICOSLG-215,7948.0,7948,7948,tier1_group
ICOSLG,ICOSLG_polyA8,polyA_window,ICOSLG_polyA8_window,21,44229854,44230254,-,ENST00000700360,ICOSLG-216,0.0,0,0,tier3_polyA
ICOSLG,ICOSLG_polyA8,last_exon_group,ICOSLG_polyA8_exon_ENST00000700360,21,44230054,44230089,-,ENST00000700360,ICOSLG-216,0.0,0,0,tier1_group
ICOSLG,ICOSLG_polyA9,polyA_window,ICOSLG_polyA9_window,21,44232190,44232590,-,ENST00000700361,ICOSLG-217,2859.0,2859,2859,tier3_polyA
ICOSLG,ICOSLG_polyA9,last_exon_group,ICOSLG_polyA9_exon_ENST00000700361,21,44232390,44235562,-,ENST00000700361,ICOSLG-217,2859.0,2859,2859,tier1_group
IGHA1,IGHA1_long,polyA_window,IGHA1_polyA1_window,14,105703795,105704195,-,ENST00000641837,IGHA1-202,396.0,396,396,tier3_polyA
IGHA1,IGHA1_long,last_exon_group,IGHA1_polyA1_exon_ENST00000641837,14,105703995,105704086,-,ENST00000641837,IGHA1-202,396.0,396,396,tier1_group
IGHA1,IGHA1_short,polyA_window,IGHA1_polyA2_window,14,105706918,105707318,-,ENST00000390547,IGHA1-201,53.0,53,53,tier3_polyA
IGHA1,IGHA1_short,last_exon_group,IGHA1_polyA2_exon_ENST00000390547,14,105707118,105707562,-,ENST00000390547,IGHA1-201,53.0,53,53,tier1_group
IGHA2,IGHA2_long,polyA_window,IGHA2_polyA1_window,14,105583531,105583931,-,ENST00000497872,IGHA2-202,426.0,426,426,tier3_polyA
IGHA2,IGHA2_long,last_exon_group,IGHA2_polyA1_exon_ENST00000497872,14,105583731,105583853,-,ENST00000497872,IGHA2-202,426.0,426,426,tier1_group
IGHA2,IGHA2_short,polyA_window,IGHA2_polyA2_window,14,105586689,105587089,-,ENST00000390539,IGHA2-201,51.0,51,51,tier3_polyA
IGHA2,IGHA2_short,last_exon_group,IGHA2_polyA2_exon_ENST00000390539,14,105586889,105587331,-,ENST00000390539,IGHA2-201,51.0,51,51,tier1_group
IGHE,IGHE_long,polyA_window,IGHE_polyA1_window,14,105597491,105597891,-,ENST00000641420,IGHE-202,3.0,3,3,tier3_polyA
IGHE,IGHE_long,last_exon_group,IGHE_polyA1_exon_ENST00000641420,14,105597691,105597774,-,ENST00000641420,IGHE-202,3.0,3,3,tier1_group
IGHE,IGHE_short,polyA_window,IGHE_polyA2_window,14,105599741,105600141,-,ENST00000390541,IGHE-201,128.0,128,128,tier3_polyA
IGHE,IGHE_short,last_exon_group,IGHE_polyA2_exon_ENST00000390541,14,105599941,105600397,-,ENST00000390541,IGHE-201,128.0,128,128,tier1_group
IGHG1,IGHG1_long,polyA_window,IGHG1_polyA1_window,14,105736143,105736543,-,ENST00000390548,IGHG1-202,1422.0,1422,1422,tier3_polyA
IGHG1,IGHG1_long,last_exon_group,IGHG1_polyA1_exon_ENST00000390548,14,105736343,105737845,-,ENST00000390548,IGHG1-202,1422.0,1422,1422,tier1_group
IGHG1,IGHG1_short,polyA_window,IGHG1_polyA2_window,14,105741138,105741538,-,ENST00000390549;ENST00000390542,IGHG1-203;IGHG1-201,137.5,137,138,tier3_polyA
IGHG1,IGHG1_short,last_exon_group,IGHG1_polyA2_exon_ENST00000390549,14,105741338,105741795,-,ENST00000390549,IGHG1-203,137.5,137,138,tier1_group
IGHG1,IGHG1_short,last_exon_group,IGHG1_polyA2_exon_ENST00000390542,14,105741339,105741795,-,ENST00000390542,IGHG1-201,137.5,137,138,tier1_group
IGHG2,IGHG2_long,polyA_window,IGHG2_polyA1_window,14,105639359,105639759,-,ENST00000641095,IGHG2-202,1409.0,1409,1409,tier3_polyA
IGHG2,IGHG2_long,last_exon_group,IGHG2_polyA1_exon_ENST00000641095,14,105639559,105641048,-,ENST00000641095,IGHG2-202,1409.0,1409,1409,tier1_group
IGHG2,IGHG2_short,polyA_window,IGHG2_polyA2_window,14,105642868,105643268,-,ENST00000390545,IGHG2-201,138.0,138,138,tier3_polyA
IGHG2,IGHG2_short,last_exon_group,IGHG2_polyA2_exon_ENST00000390545,14,105643068,105643525,-,ENST00000390545,IGHG2-201,138.0,138,138,tier1_group
IGHG3,IGHG3_long,polyA_window,IGHG3_polyA1_window,14,105764303,105764703,-,ENST00000641136,IGHG3-202,1414.0,1414,1414,tier3_polyA
IGHG3,IGHG3_long,last_exon_group,IGHG3_polyA1_exon_ENST00000641136,14,105764503,105765997,-,ENST00000641136,IGHG3-202,1414.0,1414,1414,tier1_group
IGHG3,IGHG3_short,polyA_window,IGHG3_polyA2_window,14,105768902,105769302,-,ENST00000390551,IGHG3-201,138.0,138,138,tier3_polyA
IGHG3,IGHG3_short,last_exon_group,IGHG3_polyA2_exon_ENST00000390551,14,105769102,105769559,-,ENST00000390551,IGHG3-201,138.0,138,138,tier1_group
IGHG4,IGHG4_long,polyA_window,IGHG4_polyA1_window,14,105620306,105620706,-,ENST00000641978,IGHG4-202,1409.0,1409,1409,tier3_polyA
IGHG4,IGHG4_long,last_exon_group,IGHG4_polyA1_exon_ENST00000641978,14,105620506,105621995,-,ENST00000641978,IGHG4-202,1409.0,1409,1409,tier1_group
IGHG4,IGHG4_short,polyA_window,IGHG4_polyA2_window,14,105624141,105624541,-,ENST00000390543,IGHG4-201,138.0,138,138,tier3_polyA
IGHG4,IGHG4_short,last_exon_group,IGHG4_polyA2_exon_ENST00000390543,14,105624341,105624798,-,ENST00000390543,IGHG4-201,138.0,138,138,tier1_group
IGHM,IGHM_long,polyA_window,IGHM_polyA1_window,14,105851505,105851905,-,ENST00000637539,IGHM-202,264.0,264,264,tier3_polyA
IGHM,IGHM_long,last_exon_group,IGHM_polyA1_exon_ENST00000637539,14,105851705,105851974,-,ENST00000637539,IGHM-202,264.0,264,264,tier1_group
IGHM,IGHM_short,polyA_window,IGHM_polyA2_window,14,105854020,105854420,-,ENST00000390559,IGHM-201,126.0,126,126,tier3_polyA
IGHM,IGHM_short,last_exon_group,IGHM_polyA2_exon_ENST00000390559,14,105854220,105854737,-,ENST00000390559,IGHM-201,126.0,126,126,tier1_group
IL2RA,IL2RA_polyA1,polyA_window,IL2RA_polyA1_window,10,6010502,6010902,-,ENST00000379959;ENST00000649218,IL2RA-203;IL2RA-206,2186.0,2186,2186,tier3_polyA
IL2RA,IL2RA_polyA1,last_exon_group,IL2RA_polyA1_exon_ENST00000379959,10,6010689,6012896,-,ENST00000379959,IL2RA-203,2186.0,2186,2186,tier1_group
IL2RA,IL2RA_polyA1,last_exon_group,IL2RA_polyA1_exon_ENST00000649218,10,6010715,6012896,-,ENST00000649218,IL2RA-206,2186.0,2186,2186,tier1_group
IL2RA,IL2RA_polyA2,polyA_window,IL2RA_polyA2_window,10,6011871,6012271,-,ENST00000379954,IL2RA-202,804.0,804,804,tier3_polyA
IL2RA,IL2RA_polyA2,last_exon_group,IL2RA_polyA2_exon_ENST00000379954,10,6012071,6012896,-,ENST00000379954,IL2RA-202,804.0,804,804,tier1_group
IL2RA,IL2RA_polyA3,polyA_window,IL2RA_polyA3_window,10,6012483,6012883,-,ENST00000447847,IL2RA-204,192.0,192,192,tier3_polyA
IL2RA,IL2RA_polyA3,last_exon_group,IL2RA_polyA3_exon_ENST00000447847,10,6012683,6012896,-,ENST00000447847,IL2RA-204,192.0,192,192,tier1_group
IL2RA,IL2RA_polyA4,polyA_window,IL2RA_polyA4_window,10,6012597,6012997,-,ENST00000256876,IL2RA-201,78.0,78,78,tier3_polyA
IL2RA,IL2RA_polyA4,last_exon_group,IL2RA_polyA4_exon_ENST00000256876,10,6012797,6012896,-,ENST00000256876,IL2RA-201,78.0,78,78,tier1_group
IL2RA,IL2RA_polyA5,polyA_window,IL2RA_polyA5_window,10,6012645,6013045,-,ENST00000697424,IL2RA-207,30.0,30,30,tier3_polyA
IL2RA,IL2RA_polyA5,last_exon_group,IL2RA_polyA5_exon_ENST00000697424,10,6012845,6012896,-,ENST00000697424,IL2RA-207,30.0,30,30,tier1_group
IL2RA,IL2RA_polyA6,polyA_window,IL2RA_polyA6_window,10,6039200,6039600,-,ENST00000644262,IL2RA-205,,,,tier3_polyA
IL2RA,IL2RA_polyA6,last_exon_group,IL2RA_polyA6_exon_ENST00000644262,10,6039400,6039742,-,ENST00000644262,IL2RA-205,,,,tier1_group
IL6R,IL6R_polyA1,polyA_window,IL6R_polyA1_window,1,154434383,154434783,+,ENST00000512471,IL6R-206,0.0,0,0,tier3_polyA
IL6R,IL6R_polyA1,last_exon_group,IL6R_polyA1_exon_ENST00000512471,1,154434519,154434583,+,ENST00000512471,IL6R-206,0.0,0,0,tier1_group
IL6R,IL6R_polyA2,polyA_window,IL6R_polyA2_window,1,154437884,154438284,+,ENST00000622330,IL6R-208,543.0,543,543,tier3_polyA
IL6R,IL6R_polyA2,last_exon_group,IL6R_polyA2_exon_ENST00000622330,1,154437435,154438084,+,ENST00000622330,IL6R-208,543.0,543,543,tier1_group
IL6R,IL6R_polyA3,polyA_window,IL6R_polyA3_window,1,154449779,154450179,+,ENST00000476006,IL6R-203,0.0,0,0,tier3_polyA
IL6R,IL6R_polyA3,last_exon_group,IL6R_polyA3_exon_ENST00000476006,1,154449911,154449979,+,ENST00000476006,IL6R-203,0.0,0,0,tier1_group
IL6R,IL6R_polyA4,polyA_window,IL6R_polyA4_window,1,154454383,154454783,+,ENST00000515190,IL6R-207,0.0,0,0,tier3_polyA
IL6R,IL6R_polyA4,last_exon_group,IL6R_polyA4_exon_ENST00000515190,1,154454488,154454583,+,ENST00000515190,IL6R-207,0.0,0,0,tier1_group
IL6R,IL6R_polyA5,polyA_window,IL6R_polyA5_window,1,154465048,154465448,+,ENST00000502679,IL6R-204,,,,tier3_polyA
IL6R,IL6R_polyA5,last_exon_group,IL6R_polyA5_exon_ENST00000502679,1,154465134,154465248,+,ENST00000502679,IL6R-204,,,,tier1_group
IL6R,IL6R_polyA6,polyA_window,IL6R_polyA6_window,1,154465114,154465514,+,ENST00000507256,IL6R-205,,,,tier3_polyA
IL6R,IL6R_polyA6,last_exon_group,IL6R_polyA6_exon_ENST00000507256,1,154465134,154465314,+,ENST00000507256,IL6R-205,,,,tier1_group
IL6R,IL6R_polyA7,polyA_window,IL6R_polyA7_window,1,154466661,154467061,+,ENST00000858507;ENST00000858508;ENST00000858509;ENST00000858510;ENST00000858512;ENST00000954333;ENST00000344086;ENST00000858505;ENST00000858506;ENST00000858511,IL6R-211;IL6R-212;IL6R-213;IL6R-214;IL6R-216;IL6R-217;IL6R-201;IL6R-209;IL6R-210;IL6R-215,1505.9,1474,1715,tier3_polyA
IL6R,IL6R_polyA7,last_exon_group,IL6R_polyA7_exon_ENST00000858507,1,154465134,154466851,+,ENST00000858507,IL6R-211,1505.9,1474,1715,tier1_group
IL6R,IL6R_polyA7,last_exon_group,IL6R_polyA7_exon_ENST00000858508,1,154465134,154466851,+,ENST00000858508,IL6R-212,1505.9,1474,1715,tier1_group
IL6R,IL6R_polyA7,last_exon_group,IL6R_polyA7_exon_ENST00000858509,1,154465134,154466851,+,ENST00000858509,IL6R-213,1505.9,1474,1715,tier1_group
IL6R,IL6R_polyA7,last_exon_group,IL6R_polyA7_exon_ENST00000858510,1,154465134,154466851,+,ENST00000858510,IL6R-214,1505.9,1474,1715,tier1_group
IL6R,IL6R_polyA7,last_exon_group,IL6R_polyA7_exon_ENST00000858512,1,154465134,154466851,+,ENST00000858512,IL6R-216,1505.9,1474,1715,tier1_group
IL6R,IL6R_polyA7,last_exon_group,IL6R_polyA7_exon_ENST00000954333,1,154465134,154466851,+,ENST00000954333,IL6R-217,1505.9,1474,1715,tier1_group
IL6R,IL6R_polyA7,last_exon_group,IL6R_polyA7_exon_ENST00000344086,1,154465134,154466877,+,ENST00000344086,IL6R-201,1505.9,1474,1715,tier1_group
IL6R,IL6R_polyA7,last_exon_group,IL6R_polyA7_exon_ENST00000858505,1,154465134,154466877,+,ENST00000858505,IL6R-209,1505.9,1474,1715,tier1_group
IL6R,IL6R_polyA7,last_exon_group,IL6R_polyA7_exon_ENST00000858506,1,154465134,154466877,+,ENST00000858506,IL6R-210,1505.9,1474,1715,tier1_group
IL6R,IL6R_polyA7,last_exon_group,IL6R_polyA7_exon_ENST00000858511,1,154465134,154466877,+,ENST00000858511,IL6R-215,1505.9,1474,1715,tier1_group
IL6R,IL6R_polyA8,polyA_window,IL6R_polyA8_window,1,154469250,154469650,+,ENST00000368485,IL6R-202,4073.0,4073,4073,tier3_polyA
IL6R,IL6R_polyA8,last_exon_group,IL6R_polyA8_exon_ENST00000368485,1,154465134,154469450,+,ENST00000368485,IL6R-202,4073.0,4073,4073,tier1_group
IL7R,IL7R_polyA1,polyA_window,IL7R_polyA1_window,5,35860737,35861137,+,ENST00000515665;ENST00000508941,IL7R-210;IL7R-205,0.0,0,0,tier3_polyA
IL7R,IL7R_polyA1,last_exon_group,IL7R_polyA1_exon_ENST00000515665,5,35860852,35860926,+,ENST00000515665,IL7R-210,0.0,0,0,tier1_group
IL7R,IL7R_polyA1,last_exon_group,IL7R_polyA1_exon_ENST00000508941,5,35860852,35860948,+,ENST00000508941,IL7R-205,0.0,0,0,tier1_group
IL7R,IL7R_polyA2,polyA_window,IL7R_polyA2_window,5,35867265,35867665,+,ENST00000511031,IL7R-207,,,,tier3_polyA
IL7R,IL7R_polyA2,last_exon_group,IL7R_polyA2_exon_ENST00000511031,5,35867306,35867465,+,ENST00000511031,IL7R-207,,,,tier1_group
IL7R,IL7R_polyA3,polyA_window,IL7R_polyA3_window,5,35867410,35867810,+,ENST00000511982,IL7R-208,76.0,76,76,tier3_polyA
IL7R,IL7R_polyA3,last_exon_group,IL7R_polyA3_exon_ENST00000511982,5,35867306,35867610,+,ENST00000511982,IL7R-208,76.0,76,76,tier1_group
IL7R,IL7R_polyA4,polyA_window,IL7R_polyA4_window,5,35875321,35875721,+,ENST00000509668,IL7R-206,,,,tier3_polyA
IL7R,IL7R_polyA4,last_exon_group,IL7R_polyA4_exon_ENST00000509668,5,35875512,35875521,+,ENST00000509668,IL7R-206,,,,tier1_group
IL7R,IL7R_polyA5,polyA_window,IL7R_polyA5_window,5,35875522,35875922,+,ENST00000506850,IL7R-204,134.0,134,134,tier3_polyA
IL7R,IL7R_polyA5,last_exon_group,IL7R_polyA5_exon_ENST00000506850,5,35875512,35875722,+,ENST00000506850,IL7R-204,134.0,134,134,tier1_group
IL7R,IL7R_polyA6,polyA_window,IL7R_polyA6_window,5,35876234,35876634,+,ENST00000505875,IL7R-203,,,,tier3_polyA
IL7R,IL7R_polyA6,last_exon_group,IL7R_polyA6_exon_ENST00000505875,5,35875983,35876434,+,ENST00000505875,IL7R-203,,,,tier1_group
IL7R,IL7R_polyA7,polyA_window,IL7R_polyA7_window,5,35876367,35876767,+,ENST00000514217,IL7R-209,1053.0,1053,1053,tier3_polyA
IL7R,IL7R_polyA7,last_exon_group,IL7R_polyA7_exon_ENST00000514217,5,35875983,35876567,+,ENST00000514217,IL7R-209,1053.0,1053,1053,tier1_group
IL7R,IL7R_polyA8,polyA_window,IL7R_polyA8_window,5,35876508,35876908,+,ENST00000505093,IL7R-202,722.0,722,722,tier3_polyA
IL7R,IL7R_polyA8,last_exon_group,IL7R_polyA8_exon_ENST00000505093,5,35875983,35876708,+,ENST00000505093,IL7R-202,722.0,722,722,tier1_group
IL7R,IL7R_polyA9,polyA_window,IL7R_polyA9_window,5,35876552,35876952,+,ENST00000877114,IL7R-211,269.0,269,269,tier3_polyA
IL7R,IL7R_polyA9,last_exon_group,IL7R_polyA9_exon_ENST00000877114,5,35876264,35876752,+,ENST00000877114,IL7R-211,269.0,269,269,tier1_group
IL7R,IL7R_polyA10,polyA_window,IL7R_polyA10_window,5,35879403,35879803,+,ENST00000303115,IL7R-201,3120.0,3120,3120,tier3_polyA
IL7R,IL7R_polyA10,last_exon_group,IL7R_polyA10_exon_ENST00000303115,5,35875983,35879603,+,ENST00000303115,IL7R-201,3120.0,3120,3120,tier1_group
ITGA1,ITGA1_polyA1,polyA_window,ITGA1_polyA1_window,5,52825010,52825410,+,ENST00000504086,ITGA1-202,,,,tier3_polyA
